dataset,seed,proposal,batchExecution,elapsedSeconds,sampling,origin,feasible,FWHM,Inter sample RT tolerance,MS1 noise level,MZ tolerance option,Min consecutive,Min height,Chrom. Threshold,Top-to-edge ratio,MZ tolerance / m/z,MZ tolerance / ppm,Yasin isotope score,Rows (incl. isotopes),Single file rows / %,Rows without isotopes / %,Runtime / s,Total features,Median row height,Cache hit,Row height q10,TPE numerical fallback
zenotof-feces-pos,42,54,53,234.8782189,SOBOL,Surrogate,true,0.08292498100825206,0.18950912421207963,10.412701421234877,3.0,3.0,111.32405940664103,0.8680237083561766,2.2092860551344167,0.005,15.0,15055.849182623684,8015,19.3,1.2,3.817,37131,230.25714111328125,false,124.41428756713867,false
zenotof-feces-pos,42,55,54,239.7092714,SOBOL,Surrogate,true,0.08762920763430816,0.20513821410329336,7.064938924764392,3.0,3.0,134.3313559676085,0.9077590880324683,2.001700677412568,0.005,15.0,26445.90830313534,6625,17.5,0.9,4.693,31735,282.77142333984375,false,150.64286041259766,false
zenotof-feces-pos,42,56,55,244.9534831,SOBOL,Surrogate,true,0.10073450858714547,0.16289116259497052,7.318883992034877,3.0,3.0,126.05374502260644,0.9192017155336369,1.9950848753511043,0.005,15.0,28560.89683095376,6950,18.4,0.9,5.098,32849,264.20001220703125,false,140.4142837524414,false
zenotof-feces-pos,42,57,56,250.3060249,SOBOL,Surrogate,true,0.13031759997061723,0.2017967955647644,7.70885199619678,3.0,3.0,119.15668652240215,0.9354670456188188,1.9421098271008028,0.005,15.0,28199.662580742075,7157,19.7,1.0,5.186,33285,251.08570861816406,false,132.75714111328125,false
zenotof-feces-pos,42,58,57,256.0456002,SOBOL,Surrogate,true,0.21404792422510863,0.18258793814589416,7.170380476962793,3.0,3.0,105.91328062684286,0.9340944063574014,1.9761776076215996,0.005,15.0,28446.772027972027,7853,20.8,1.0,5.569,35750,219.57142639160156,false,118.21428298950195,false
zenotof-feces-pos,42,59,58,262.1662281,SOBOL,Surrogate,true,0.21157644585610177,0.18187049276677011,7.704416163305966,3.0,3.0,95.49929606556302,0.9392295055968602,1.9513361276327432,0.005,15.0,27817.83762545709,8675,22.1,1.2,5.944,38559,197.77142333984375,false,106.74285888671875,false
zenotof-feces-pos,42,60,59,267.5280334,SOBOL,Surrogate,true,0.2068655375340571,0.14753305350073165,7.9128017440371305,3.0,3.0,107.83350507328909,0.9400502612832559,1.9792880705794178,0.005,15.0,28633.264343148196,7678,20.8,1.0,5.203,34947,226.02857208251953,false,120.52856826782227,false
zenotof-feces-pos,42,61,60,272.9735829,SOBOL,Surrogate,true,0.2068655375340571,0.21006989479064941,7.9128017440371305,3.0,3.0,107.83350507328909,0.9400502612832559,1.9792880705794178,0.005,15.0,28531.891127414456,7632,20.3,1.0,5.289,34894,227.6714324951172,false,120.84285736083984,false
zenotof-feces-pos,42,62,61,279.1500314,SOBOL,Surrogate,true,0.2068655375340571,0.14753305350073165,7.0,3.0,3.0,107.83350507328909,0.9400502612832559,1.9792880705794178,0.005,15.0,35418.48691398987,7680,20.8,1.0,6.002,34961,225.9142837524414,false,120.5,false
zenotof-feces-pos,42,63,62,285.3918061,SOBOL,Surrogate,true,0.2068655375340571,0.21006989479064941,7.0,3.0,3.0,107.83350507328909,0.9400502612832559,1.9792880705794178,0.005,15.0,35330.28760922504,7633,20.3,1.0,5.992,34905,227.6571502685547,false,120.78571701049805,false
zenotof-feces-pos,42,64,63,291.2791484,SOBOL,Surrogate,true,0.21776773829588725,0.18840954415773467,7.088757548589511,3.0,3.0,102.89922359428223,0.9417128893130983,1.9995073311619633,0.005,15.0,28841.68201503171,7920,21.0,1.1,5.707,35791,216.6714324951172,false,115.32857131958008,false
zenotof-feces-pos,42,65,64,296.6706358,SOBOL,Surrogate,true,0.202004828067036,0.16965942405201265,7.1512058613818,3.0,3.0,106.93871243584293,0.9480838988766254,2.001879778221579,0.005,15.0,28590.873430319352,7498,20.6,1.0,5.23,34163,228.6857147216797,false,120.17142486572266,false
zenotof-feces-pos,42,66,65,302.4863641,SOBOL,Surrogate,true,0.2072497331978296,0.1946189813001009,7.584417248543938,3.0,3.0,99.65903311308709,0.9423161562499061,2.001828143267201,0.005,15.0,28434.990730390688,8174,21.6,1.1,5.644,36679,210.87142944335938,false,111.61428451538086,false
zenotof-feces-pos,42,67,66,307.9485259,SOBOL,Surrogate,true,0.2222485044211592,0.16914889931468027,7.785815596563789,3.0,3.0,105.02768985307756,0.9359628131150668,1.9754604446011361,0.005,15.0,28716.2544921875,7888,20.9,1.0,5.288,35840,217.94285583496094,false,117.42857360839844,false
zenotof-feces-pos,42,68,67,313.505117,SOBOL,Surrogate,true,0.2193027299440502,0.164611758006949,7.7914860779634525,3.0,3.0,103.81194345976412,0.9403236689331848,1.9844038951018088,0.005,15.0,28757.361459584812,7908,20.8,1.1,5.382,35791,217.52857208251953,false,116.31428527832031,false
zenotof-feces-pos,42,69,68,318.3573332,SOBOL,Surrogate,true,0.21713300084411818,0.18843655726578765,8.265296957956618,3.0,3.0,106.07148961051507,0.9433629590471635,1.9692078964540194,0.005,15.0,22214.26329157273,7696,20.7,1.2,4.687,35041,224.05713653564453,false,119.12857437133789,false
zenotof-feces-pos,42,70,69,327.9037589,SOBOL,Surrogate,true,0.2068655375340571,0.14753305350073165,7.0,3.0,3.0,40.0,0.9400502612832559,1.9792880705794178,0.005,15.0,24481.33941060529,17079,31.5,3.1,9.286,62912,97.4000015258789,false,46.5428581237793,false
zenotof-feces-pos,42,71,70,332.7786741,SOBOL,Surrogate,true,0.12429950950968596,0.13111417591049326,7.879005883588374,3.0,3.0,115.36824818638165,0.9698093757028428,1.9259971114698182,0.005,15.0,24771.59716758458,6376,19.9,0.9,4.714,29233,270.9571533203125,false,131.8142852783203,false
zenotof-feces-pos,42,72,71,338.7140654,SOBOL,Surrogate,true,0.17248658290808822,0.06968176522363795,7.070870014775129,4.0,3.0,96.40615032446202,0.8886031894723727,2.0313613239464225,0.008,15.0,25332.67823871725,9096,22.6,1.2,5.746,40039,190.9000015258789,false,106.70000076293945,false
zenotof-feces-pos,42,73,72,343.3293089,SOBOL,Surrogate,true,0.19155572362176213,0.11893094024245862,7.061537756507001,3.0,3.0,120.69014441092224,0.968611712614389,2.1789185077092625,0.005,15.0,22506.92320144562,5729,18.2,0.8,4.456,26563,297.22857666015625,false,139.79999542236328,false
zenotof-feces-pos,42,74,73,345.0801196,SOBOL,Surrogate,true,0.08228691431612517,0.04835444474264431,10.511566612386076,3.0,3.0,473.2061125595624,0.9574732814321192,1.9362205958046514,0.005,15.0,7432.136288697564,2042,12.8,0.5,1.621,10918,1000.6571350097656,false,529.028564453125,false
zenotof-feces-pos,42,75,74,349.9113007,SOBOL,Surrogate,true,0.1510035946652315,0.17709922121298052,8.53104602111709,3.0,7.0,113.6517830725267,0.891982622817173,1.9710558759284897,0.005,15.0,19593.63507669332,6724,17.6,1.0,4.639,32141,240.83333587646484,false,126.9047622680664,false
zenotof-feces-pos,42,76,75,356.3452067,SOBOL,Surrogate,true,0.17479008722509579,0.2020614625095174,7.201027731251733,3.0,3.0,85.34035767863352,0.9069930368923484,2.0153011371728464,0.005,15.0,24727.945966984913,10046,22.8,1.2,6.211,43677,171.51428985595703,false,94.98571395874023,false
zenotof-feces-pos,42,77,76,360.5554334,SOBOL,Surrogate,true,0.2271044631027066,0.09999509064321215,7.193558937126725,3.0,3.0,164.11922339054956,0.8957938021919141,1.990655972846131,0.005,15.0,24396.34804900004,5192,16.6,0.8,4.05,25551,345.94285583496094,false,182.95714569091797,false
zenotof-feces-pos,42,78,77,363.8405699,SOBOL,Surrogate,true,0.2068655375340571,0.14753305350073165,7.0,3.0,16.0,107.83350507328909,0.9400502612832559,1.9792880705794178,0.005,15.0,9013.492506244796,2249,21.0,0.8,3.145,9608,268.34674072265625,false,126.15170288085938,false
zenotof-feces-pos,42,79,78,369.0866465,SOBOL,Surrogate,true,0.21257135201981364,0.0661807643192321,7.050563312227538,3.0,3.0,115.6711191772386,0.9576812068457192,1.9529426975296615,0.005,15.0,27300.250574639253,6790,19.8,0.8,5.069,31324,256.4571533203125,false,130.78571319580078,false
zenotof-feces-pos,42,80,79,374.0294292,SOBOL,Surrogate,true,0.2009777371614018,0.0310970671436983,7.345681096167407,3.0,3.0,114.1172523898427,0.9690258726726874,1.8970862035615688,0.005,15.0,24792.57075200433,6522,20.9,0.8,4.756,29561,264.27142333984375,false,130.2857208251953,false
zenotof-feces-pos,42,81,80,379.2248519,SOBOL,Surrogate,true,0.19507066735439757,0.10085985356033411,7.0013708472435265,3.0,3.0,113.05656214625108,0.9508280523180692,1.9588545438473866,0.005,15.0,28392.780244206937,7144,20.3,0.9,5.011,32841,243.71428680419922,false,127.0857162475586,false
