dataset,seed,proposal,batchExecution,elapsedSeconds,sampling,origin,feasible,FWHM,Inter sample RT tolerance,MS1 noise level,MZ tolerance option,Min consecutive,Min height,Chrom. Threshold,Top-to-edge ratio,MZ tolerance / m/z,MZ tolerance / ppm,Yasin isotope score,Rows (incl. isotopes),Single file rows / %,Rows without isotopes / %,Runtime / s,Total features,Median row height,Cache hit,Row height q10
zenotof-feces-pos,42,11,10,53.7713323,SOBOL,Perturbed,true,0.060429034195817646,0.03305965581294106,7.0,4.0,3.0,308.5365491907479,0.97,1.6528067946169487,0.008,15.0,19229.08241653418,3061,15.5,0.6,3.253,15725,653.7714233398438,false,345.20001220703125
zenotof-feces-pos,42,12,11,56.9105667,SOBOL,Perturbed,true,0.10191526723490289,0.009852055658172732,8.937879374472185,2.0,4.0,214.20261646597527,0.7666082234522256,1.5,0.003,7.0,7759.136350142076,5797,26.9,0.9,3.097,23579,412.6000061035156,false,236.22857666015625
zenotof-feces-pos,42,13,12,62.1722377,SOBOL,Perturbed,true,0.04374713566674938,0.022951785754946517,7.0,2.0,8.0,91.94648826373783,0.895944982644779,1.8466329233344008,0.003,7.0,8869.576782812783,7021,25.0,0.9,5.162,27695,211.7099609375,false,105.2164535522461
zenotof-feces-pos,42,14,13,65.9247038,SOBOL,Perturbed,true,0.037065746823726334,0.013614931873600437,7.0,2.0,10.0,183.02297444731403,0.7057926688308607,1.5,0.003,7.0,8626.430388819208,4211,28.5,0.6,3.718,16743,385.2657470703125,false,204.89044189453125
zenotof-feces-pos,42,15,14,67.6296565,SOBOL,Perturbed,true,0.07374806532544814,0.027089023458528774,10.907857799672906,2.0,5.0,426.37843750538764,0.864787204353356,1.7471932053830512,0.003,7.0,6368.536051715564,2293,13.3,0.6,1.688,12066,881.94287109375,false,480.1999969482422
zenotof-feces-pos,42,16,15,71.545664,SOBOL,Perturbed,true,0.05119986138902587,0.019610890693368622,7.0,3.0,3.0,252.81430230649897,0.804055017355221,1.966143967705663,0.005,15.0,22347.06926210955,4153,19.6,0.7,3.878,19881,502.6856994628906,false,281.1142883300781
zenotof-feces-pos,42,17,16,75.8603047,SOBOL,Perturbed,true,0.026574798859655857,0.04568640061269736,7.572819774049631,2.0,7.0,127.06436272405035,0.9333917765477744,1.5533670766655991,0.003,7.0,11702.109694602274,6206,17.9,0.7,4.266,28160,274.52381896972656,false,143.3333282470703
zenotof-feces-pos,42,18,17,95.9523221,SOBOL,Sobol,true,0.026574798859655857,1.4305114746093757E-5,7.0,2.0,3.0,40.0,0.5,1.5,0.003,7.0,1.6354630438205946,88390,64.8,4.2,19.016,139706,75.14286041259766,false,44.228572845458984
zenotof-feces-pos,42,19,18,96.4499145,SOBOL,Sobol,true,0.11214749958595178,0.0017335149118712784,63.415297838928424,4.0,10.0,326.09814473559953,0.735,2.25,0.008,15.0,196.10321651464236,1857,28.4,1.6,0.487,6249,1080.19580078125,false,422.07460021972656
zenotof-feces-pos,42,20,19,97.0326986,SOBOL,Sobol,true,0.230382453783585,1.5747421924995622E-4,21.069102611941,3.0,13.0,931.0917880529237,0.6174999999999999,2.625,0.005,15.0,35.93995797057941,1037,27.0,0.3,0.575,3331,1980.664306640625,false,1064.4510498046875
zenotof-feces-pos,42,21,20,97.5098388,SOBOL,Sobol,true,0.05459209873333325,0.019082958239089183,190.871916762169,5.0,6.0,114.21000739612958,0.8525,1.875,0.01,20.0,1070.0240042485395,2084,21.7,14.3,0.465,9415,913.2380676269531,false,413.6666717529297
zenotof-feces-pos,42,22,21,98.0370334,SOBOL,Sobol,true,0.07824555814928238,5.224786189932429E-4,110.0190867557084,6.0,8.0,67.58994226839657,0.67625,2.8125,0.015,25.0,64.79530477759472,2548,33.6,3.3,0.513,7284,1040.9198608398438,false,418.2099609375
zenotof-feces-pos,42,23,22,99.088398,SOBOL,Sobol,true,0.33020169772464086,0.06331472995741061,12.144287475335343,4.0,14.0,551.0238694127603,0.91125,2.0625,0.008,15.0,1723.5182003165273,839,11.9,0.2,1.043,4423,1224.26513671875,false,623.89501953125
zenotof-feces-pos,42,24,23,99.229913,SOBOL,Sobol,true,0.16073834682584348,4.7462477557773424E-5,331.143346875437,5.0,11.0,1573.3110050268806,0.55875,1.6875,0.01,20.0,4.8453837597330365,293,24.9,5.5,0.137,899,6259.39404296875,false,2038.2960205078125
zenotof-feces-pos,42,25,24,100.5141468,SOBOL,Sobol,true,0.038089027857964614,0.005751573060483361,36.552748423821456,3.0,5.0,192.9861951594387,0.79375,2.4375,0.005,15.0,1318.0134699722546,6235,30.4,2.4,1.248,22346,398.0857238769531,false,218.27143096923828
zenotof-feces-pos,42,26,25,100.6727351,SOBOL,Sobol,true,0.045599999665336455,2.86839524125871E-4,436.16723029124813,4.0,10.0,148.46196407332891,0.705625,2.90625,0.008,15.0,7.8434042553191485,391,30.4,2.6,0.154,1175,5769.13037109375,false,2139.655029296875
zenotof-feces-pos,42,27,26,101.0309142,SOBOL,Sobol,true,0.19243517027522475,0.03475963676013422,48.145648070496044,6.0,4.0,1210.3292762028943,0.940625,2.15625,0.015,25.0,1211.1118232044198,808,11.0,0.4,0.351,4525,2467.971435546875,false,1357.1857299804688
zenotof-feces-pos,42,28,27,101.4053697,SOBOL,Sobol,true,0.3953158731665717,2.605678774518935E-5,144.91222850224008,3.0,7.0,423.8960503714703,0.588125,1.78125,0.005,15.0,25.72328678142254,1985,26.6,4.6,0.361,6158,1562.142822265625,false,604.547607421875
zenotof-feces-pos,42,29,28,103.5003775,SOBOL,Sobol,true,0.09367520322982606,0.003157599985283923,15.99591319577442,5.0,14.0,51.99613149779379,0.823125,2.53125,0.01,20.0,695.246762053299,5105,39.7,2.3,2.064,14747,203.28868103027344,false,81.62760162353516
zenotof-feces-pos,42,30,29,104.2387653,SOBOL,Sobol,true,0.0653573961838321,8.64529733269998E-5,27.751281182856385,4.0,15.0,250.86338951922656,0.529375,1.59375,0.008,15.0,15.364583333333334,2124,34.8,1.3,0.727,5664,592.31494140625,false,288.7063446044922
zenotof-feces-pos,42,31,30,104.3865446,SOBOL,Sobol,true,0.2758127578001213,0.010476498867573767,251.4079659460982,2.0,9.0,2045.1521476075968,0.764375,2.34375,0.003,7.0,265.3569536423841,285,13.0,0.7,0.144,1510,5638.2080078125,false,2465.2293701171875
zenotof-feces-pos,42,32,31,106.000644,SOBOL,Sobol,true,0.13426244331196216,9.516955800878234E-4,9.220087435992536,5.0,5.0,716.2777393102255,0.646875,2.71875,0.01,20.0,306.73941456773315,2217,27.1,0.2,1.599,7345,1492.8857421875,false,806.4000244140625
zenotof-feces-pos,42,33,32,106.4282148,SOBOL,Sobol,true,0.031815220478337694,0.1153278746047616,83.52779869348979,3.0,12.0,87.86038815289598,0.881875,1.96875,0.005,15.0,726.4397212543554,1246,17.4,5.6,0.42,5740,759.7902221679688,false,258.4055938720703
zenotof-feces-pos,42,34,33,106.6979757,SOBOL,Sobol,true,0.034811073225436334,0.0012844370282906932,55.25550300231406,5.0,7.0,2331.74548019607,0.7496875,2.765625,0.01,20.0,104.73648068669527,667,25.5,0.0,0.264,2330,4761.23828125,false,2616.2857666015625
zenotof-feces-pos,42,35,34,106.8152602,SOBOL,Sobol,true,0.1469051502799113,0.15564997425201052,500.5777400187927,3.0,13.0,286.01763215631274,0.5146875,2.015625,0.005,15.0,15.6816,143,19.6,15.4,0.113,625,4749.8740234375,false,1308.8181762695312
zenotof-feces-pos,42,36,35,108.9505106,SOBOL,Sobol,true,0.3017844278284008,1.1667953752268031E-4,18.358091853280182,6.0,10.0,100.1725290724411,0.8671875,1.640625,0.015,25.0,54.22969837587007,8886,36.4,1.7,2.093,22843,245.35314178466797,false,116.85081481933594
zenotof-feces-pos,42,37,36,109.2607503,SOBOL,Sobol,true,0.0715117189248568,0.0141393985155584,166.3119803757384,4.0,3.0,816.6518970998992,0.6321875,2.390625,0.008,15.0,1164.1856805664831,1241,14.3,2.2,0.302,6355,1688.5142822265625,false,944.2571411132812
zenotof-feces-pos,42,38,37,109.5016019,SOBOL,Sobol,true,0.10249604780395616,3.516702579951445E-5,288.53435718218526,3.0,5.0,1379.9363644589687,0.9259375,1.828125,0.005,15.0,28.710783021355127,1190,24.7,1.8,0.234,3793,3028.9285888671875,false,1576.7999877929688
zenotof-feces-pos,42,39,38,110.3884953,SOBOL,Sobol,true,0.432540450799285,0.004261592074699511,31.849420709263768,5.0,12.0,169.26638642213936,0.6909375,2.578125,0.01,20.0,661.1414014197389,2390,28.2,1.3,0.875,8734,520.4056091308594,false,208.53496551513672
zenotof-feces-pos,42,40,39,110.6779805,SOBOL,Sobol,true,0.21055566181479957,3.871272638783841E-4,95.86267329347956,2.0,15.0,59.28250607148656,0.8084374999999999,2.953125,0.003,7.0,8.938339438339439,600,35.7,2.7,0.284,1638,1535.996337890625,false,469.94886779785156
zenotof-feces-pos,42,41,40,112.2416804,SOBOL,Sobol,true,0.04989388423414249,0.046912653036100795,10.58165357448546,4.0,8.0,483.29788112971687,0.5734375,2.203125,0.008,15.0,6167.422497879559,1734,12.4,0.4,1.549,9432,1001.5779113769531,false,538.2359313964844
zenotof-feces-pos,42,42,41,112.5131012,SOBOL,Sobol,true,0.04167564825622005,6.405678969738887E-5,72.78008128586909,5.0,14.0,628.2405044956463,0.9553125,1.734375,0.01,20.0,12.710793082886106,537,26.3,1.3,0.265,1677,2482.26416015625,false,888.9144897460938
zenotof-feces-pos,42,43,42,117.8016845,SOBOL,Sobol,true,0.17587413437225305,0.0077624962901712054,8.033717200147622,3.0,7.0,77.06152453029435,0.7203125,2.484375,0.005,15.0,7640.482756083203,11618,33.0,1.4,5.201,40768,157.26190948486328,false,86.0952377319336
zenotof-feces-pos,42,44,43,118.221642,SOBOL,Sobol,true,0.3612948552873411,7.051528858242435E-4,219.05871438819747,4.0,4.0,220.0299321640484,0.8378125,2.859375,0.008,15.0,41.765929287199846,1783,31.2,4.6,0.41,5289,1788.5714111328125,false,805.028564453125
zenotof-feces-pos,42,45,44,118.6154318,SOBOL,Sobol,true,0.08561348352604979,0.08545146714458794,24.180458863603654,2.0,11.0,1793.7838166248996,0.6028125,2.109375,0.003,7.0,538.3002277904328,406,13.3,0.0,0.389,2195,3758.54541015625,false,1945.031494140625
zenotof-feces-pos,42,46,45,119.9492369,SOBOL,Sobol,true,0.05973271654145107,2.1253195080211002E-4,13.937681596305561,3.0,12.0,371.7952603071813,0.7790625,2.671875,0.005,15.0,117.4803346235485,2576,28.1,0.3,1.319,8009,843.6293640136719,false,424.7902069091797
zenotof-feces-pos,42,47,46,120.4857805,SOBOL,Sobol,true,0.2520762184872059,0.025754935385272296,126.26603280198114,5.0,6.0,45.605320521971464,0.5440625,1.921875,0.01,20.0,1069.2401907985843,2961,22.2,15.7,0.522,12998,590.6666870117188,false,276.6666564941406
zenotof-feces-pos,42,48,47,121.456145,SOBOL,Sobol,true,0.12270777198587363,1.9306613856643598E-5,41.95063481787476,4.0,9.0,130.2145998529306,0.8965624999999999,1.546875,0.008,15.0,41.5077259578071,5180,33.0,3.0,0.948,14173,462.4220733642578,false,171.70779418945312
zenotof-feces-pos,42,49,48,121.5714369,SOBOL,Sobol,true,0.029077191832902777,0.002339603953709733,380.0445716439498,6.0,16.0,1061.5684857382273,0.6615625,2.296875,0.015,25.0,0.5952380952380952,55,32.7,5.5,0.112,168,5236.26025390625,false,1813.9783325195312
zenotof-feces-pos,42,50,49,121.790302,SOBOL,Sobol,true,0.030415411702864097,1.8294344212961664E-4,155.24380729313825,4.0,5.0,1915.3487475951122,0.87453125,2.5078125,0.008,15.0,22.722689075630253,964,26.7,0.1,0.212,2975,3863.3427734375,false,2169.800048828125
zenotof-feces-pos,42,51,50,123.0426532,SOBOL,Sobol,true,0.12835515291639266,0.02216935624702691,17.136348611215965,2.0,11.0,234.94138540997565,0.63953125,1.7578125,0.003,7.0,1996.8909188608275,2530,20.5,1.2,1.235,11166,529.7494201660156,false,269.4417266845703
zenotof-feces-pos,42,52,51,123.1666015,SOBOL,Sobol,true,0.26367752463337135,1.6618764291541367E-5,467.2639579610748,5.0,15.0,82.28399271356228,0.75703125,2.1328125,0.01,20.0,0.22752808988764045,124,32.3,10.5,0.121,356,4818.683837890625,false,1573.898193359375
zenotof-feces-pos,42,53,52,123.6412995,SOBOL,Sobol,true,0.06248179590997812,0.00201388637753693,51.57821246910025,3.0,8.0,670.8164341332566,0.52203125,2.8828125,0.005,15.0,369.78233034571065,1673,25.3,0.4,0.466,6248,1478.4588623046875,false,760.919921875
zenotof-feces-pos,42,54,53,124.9293572,SOBOL,Sobol,true,0.08955367367403798,5.513886055619332E-5,9.877437480143263,4.0,6.0,1133.511101393961,0.8157812499999999,1.9453125,0.008,15.0,63.75252629408126,1486,25.2,0.1,1.277,4849,2349.28564453125,false,1276.7857055664062
zenotof-feces-pos,42,55,54,125.2316376,SOBOL,Sobol,true,0.3779227317700079,0.0066818084785970015,89.48294852695427,6.0,13.0,139.03925792807104,0.58078125,2.6953125,0.015,25.0,209.0833037929812,707,27.9,5.0,0.296,2821,1365.4825439453125,false,435.3216857910156
zenotof-feces-pos,42,56,55,126.6050552,SOBOL,Sobol,true,0.18396839129299433,6.069821298560203E-4,29.72982054459576,3.0,10.0,48.695998222230344,0.93328125,2.3203125,0.005,15.0,132.16772975787555,5530,34.6,2.1,1.349,15364,354.66200256347656,false,132.08740997314453
zenotof-feces-pos,42,57,56,126.9856508,SOBOL,Sobol,true,0.04359368700323838,0.07355499008717309,269.33220350477626,5.0,3.0,396.99186690793425,0.69828125,1.5703125,0.01,20.0,780.449012533232,2413,20.8,29.8,0.369,10532,889.1142578125,false,464.40000915527344
zenotof-feces-pos,42,58,57,127.5909194,SOBOL,Sobol,true,0.05219015093195081,3.0271103826711472E-5,22.571233218437207,6.0,12.0,871.9964880018478,0.84515625,2.0390625,0.015,25.0,49.488752556237216,1244,27.4,0.5,0.597,3912,1848.3391723632812,false,1007.2412719726562
zenotof-feces-pos,42,59,58,127.9419159,SOBOL,Sobol,true,0.22024606699535004,0.003668297026190392,204.48021101987288,4.0,6.0,106.96123263244728,0.61015625,2.7890625,0.008,15.0,248.1503461918892,1380,26.9,3.6,0.343,5055,1622.8095092773438,false,732.5238037109375
zenotof-feces-pos,42,60,59,130.6480409,SOBOL,Sobol,true,0.45244726398633545,3.332317514088747E-4,7.499067968823417,5.0,9.0,305.4010792512737,0.96265625,2.4140625,0.01,20.0,325.46461207668875,3634,28.0,0.4,2.68,11162,699.2532348632812,false,352.62554931640625
zenotof-feces-pos,42,61,60,130.8413765,SOBOL,Sobol,true,0.10721322436460846,0.04038151531318599,67.93651839390067,3.0,15.0,2489.768133602253,0.72765625,1.6640625,0.005,15.0,72.53250345781466,154,14.3,0.0,0.19,723,5194.724609375,false,2929.1546630859375
zenotof-feces-pos,42,62,61,130.9588967,SOBOL,Sobol,true,0.07480290342954624,0.0011056188505653253,354.7523522346532,2.0,14.0,516.0510328824896,0.9039062499999999,2.6015625,0.003,7.0,0.0,114,28.1,3.5,0.113,347,5429.204833984375,false,1786.935302734375
zenotof-feces-pos,42,63,62,132.3118075,SOBOL,Sobol,true,0.3156734553550508,0.13398052363224391,39.158792125362886,4.0,7.0,63.30008817448558,0.66890625,1.8515625,0.008,15.0,2704.124829794281,6402,24.1,10.5,1.318,27173,245.76190185546875,false,98.95237731933594
zenotof-feces-pos,42,64,63,132.9977115,SOBOL,Sobol,true,0.15366616737654076,1.0043551635380262E-4,117.8629442069911,3.0,4.0,180.73758846459125,0.78640625,2.2265625,0.005,15.0,35.161606347664154,4426,33.0,9.0,0.667,12351,754.8714294433594,false,350.7285614013672
zenotof-feces-pos,42,65,64,133.7027692,SOBOL,Sobol,true,0.03641318357201538,0.012170924062552596,13.010119601495814,5.0,11.0,1473.454807057237,0.55140625,2.9765625,0.01,20.0,844.3840234518138,508,15.4,0.2,0.698,2729,2838.7493896484375,false,1652.0396118164062
zenotof-feces-pos,42,66,65,134.0032814,SOBOL,Sobol,true,0.03327945266609437,1.3555079886828415E-4,234.67659833716687,3.0,8.0,55.51991517655419,0.62484375,2.1796875,0.005,15.0,32.53479463715684,1608,30.3,5.9,0.293,4699,1776.5865478515625,false,710.6168823242188
zenotof-feces-pos,42,67,66,134.5985412,SOBOL,Sobol,true,0.14044160498830777,0.016426245809625546,25.904414933643203,5.0,15.0,452.6235333738043,0.85984375,2.9296875,0.01,20.0,600.8986338797814,779,16.8,0.5,0.588,3660,1099.6832275390625,false,517.87646484375
zenotof-feces-pos,42,68,67,134.8320169,SOBOL,Sobol,true,0.2885064909156861,0.0014921765116438302,77.96896804846074,4.0,12.0,1292.353427357112,0.50734375,2.5546875,0.008,15.0,72.78183613030602,555,23.6,0.0,0.228,2026,3467.272705078125,false,1565.0839233398438
zenotof-feces-pos,42,69,68,138.672854,SOBOL,Sobol,true,0.06836534023581474,0.18082415136061658,8.606484475173254,6.0,5.0,158.5232480736686,0.74234375,1.8046875,0.015,25.0,19344.91579734165,6525,19.0,1.1,3.793,30771,316.5714416503906,false,176.1999969482422
zenotof-feces-pos,42,70,69,140.1934701,SOBOL,Sobol,true,0.09798641797866454,4.497396115596342E-4,44.94152311921901,5.0,4.0,93.81469653823936,0.56609375,2.3671875,0.01,20.0,77.29009615033085,10753,39.3,7.4,1.464,27353,307.0,false,142.60000610351562
zenotof-feces-pos,42,71,70,140.3194027,SOBOL,Sobol,true,0.4135094992712765,0.054500109711508156,407.1400105629087,3.0,10.0,764.8199622513279,0.8010937499999999,1.6171875,0.005,15.0,71.64975609756098,204,11.3,6.4,0.123,1025,5914.751708984375,false,1601.8217163085938
zenotof-feces-pos,42,72,71,140.9293316,SOBOL,Sobol,true,0.2012916159052423,4.0854793755238735E-5,14.931374516930664,4.0,13.0,2183.752338635792,0.68359375,1.9921875,0.008,15.0,20.631680618158402,477,25.4,0.0,0.606,1553,4661.216796875,false,2474.6468505859375
zenotof-feces-pos,42,73,72,141.2852018,SOBOL,Sobol,true,0.04769864887372842,0.004950844187773546,135.26822316224914,2.0,7.0,267.8644296374491,0.91859375,2.7421875,0.003,7.0,485.076768781911,1349,23.2,2.4,0.348,5484,1526.3333740234375,false,619.7857055664062
zenotof-feces-pos,42,74,73,142.4697209,SOBOL,Sobol,true,0.03984199954106094,8.192013700703298E-4,19.666939797950217,3.0,16.0,121.95003244069785,0.59546875,2.2734375,0.005,15.0,41.629629629629626,2882,39.5,1.6,1.17,7587,351.1377716064453,false,148.84829711914062
zenotof-feces-pos,42,75,74,142.6586818,SOBOL,Sobol,true,0.16813600925566843,0.09927203074201688,178.16926355246966,5.0,9.0,994.1919832339433,0.83046875,1.5234375,0.01,20.0,456.71455434373826,507,11.4,1.6,0.183,2659,2954.493408203125,false,1227.337646484375
zenotof-feces-pos,42,76,75,143.4120256,SOBOL,Sobol,true,0.34539857352782805,7.441706747192882E-5,59.19496752369703,2.0,6.0,348.1978526752585,0.7129687499999999,1.8984375,0.003,7.0,47.82349940486312,3874,27.9,1.7,0.737,11762,802.4523620605469,false,409.6666564941406
zenotof-feces-pos,42,77,76,143.532616,SOBOL,Sobol,true,0.08184665419918004,0.009017970037293543,536.2666422972775,4.0,13.0,42.7108044981461,0.94796875,2.6484375,0.008,15.0,6.801452784503632,98,22.4,6.1,0.117,413,6753.7900390625,false,2324.34619140625
zenotof-feces-pos,42,78,77,143.8580624,SOBOL,Sobol,true,0.057104591400701794,2.242918499056292E-5,102.69724324298812,5.0,11.0,206.06489130739635,0.65421875,2.0859375,0.01,20.0,9.587460635556829,1276,34.9,7.1,0.316,3493,1557.5361328125,false,448.96620178222656
zenotof-feces-pos,42,79,78,144.7375355,SOBOL,Sobol,true,0.24098534759517967,0.0027180017310156485,11.336077053944246,3.0,4.0,1679.9344687621237,0.88921875,2.8359375,0.005,15.0,348.1611093798691,788,23.1,0.0,0.873,3209,3266.1142578125,false,1896.1286010742188
zenotof-feces-pos,42,80,79,144.9215459,SOBOL,Sobol,true,0.11730886500166482,2.46905981356508E-4,309.1055365499972,6.0,8.0,588.3668190075097,0.53671875,2.4609375,0.015,25.0,25.213218650973293,703,27.6,2.8,0.177,2209,4077.7099609375,false,1485.0390014648438
zenotof-feces-pos,42,81,80,145.6867968,SOBOL,Sobol,true,0.02779785107455286,0.029920431126118363,34.1201386666316,4.0,14.0,72.17052025666173,0.77171875,1.7109375,0.008,15.0,487.9899603698811,2214,35.6,5.6,0.754,7570,309.61854553222656,false,118.5723991394043
