dataset,distribution,value
thermo-20y-qc,isotopeFwhms,0.389240026473999
thermo-20y-qc,isotopeFwhms,0.40469080209732056
thermo-20y-qc,isotopeFwhms,0.4152739644050598
thermo-20y-qc,isotopeFwhms,0.415469229221344
thermo-20y-qc,isotopeFwhms,0.4194119870662689
thermo-20y-qc,isotopeFwhms,0.4855828881263733
thermo-20y-qc,isotopeFwhms,1.384588599205017
thermo-20y-qc,isotopeFwhms,1.7152674198150635
thermo-20y-qc,isotopeFwhms,1.9202629327774048
thermo-20y-qc,isotopeFwhms,6.786046028137207
thermo-20y-qc,isotopeFwhms,13.088266372680664
thermo-20y-qc,lowestIsotopeHeights,12964.263671875
thermo-20y-qc,lowestIsotopeHeights,13381.2705078125
thermo-20y-qc,lowestIsotopeHeights,13579.0234375
thermo-20y-qc,lowestIsotopeHeights,17272.8515625
thermo-20y-qc,lowestIsotopeHeights,18793.658203125
thermo-20y-qc,lowestIsotopeHeights,21807.052734375
thermo-20y-qc,lowestIsotopeHeights,22420.16015625
thermo-20y-qc,lowestIsotopeHeights,22502.03515625
thermo-20y-qc,lowestIsotopeHeights,23179.970703125
thermo-20y-qc,lowestIsotopeHeights,23673.111328125
thermo-20y-qc,lowestIsotopeHeights,24420.88671875
thermo-20y-qc,lowestIsotopeHeights,25121.15625
thermo-20y-qc,lowestIsotopeHeights,25170.68359375
thermo-20y-qc,lowestIsotopeHeights,26689.36328125
thermo-20y-qc,lowestIsotopeHeights,27691.49609375
thermo-20y-qc,lowestIsotopeHeights,28416.11328125
thermo-20y-qc,lowestIsotopeHeights,29316.70703125
thermo-20y-qc,lowestIsotopeHeights,29630.28515625
thermo-20y-qc,lowestIsotopeHeights,29932.431640625
thermo-20y-qc,lowestIsotopeHeights,32763.583984375
thermo-20y-qc,lowestIsotopeHeights,33329.2109375
thermo-20y-qc,lowestIsotopeHeights,33488.921875
thermo-20y-qc,lowestIsotopeHeights,33493.96875
thermo-20y-qc,lowestIsotopeHeights,34985.45703125
thermo-20y-qc,lowestIsotopeHeights,37001.01953125
thermo-20y-qc,lowestIsotopeHeights,37373.07421875
thermo-20y-qc,lowestIsotopeHeights,37539.6796875
thermo-20y-qc,lowestIsotopeHeights,38070.08984375
thermo-20y-qc,lowestIsotopeHeights,38705.078125
thermo-20y-qc,lowestIsotopeHeights,38793.4375
thermo-20y-qc,lowestIsotopeHeights,40270.203125
thermo-20y-qc,lowestIsotopeHeights,40394.9765625
thermo-20y-qc,lowestIsotopeHeights,40539.04296875
thermo-20y-qc,lowestIsotopeHeights,40804.46875
thermo-20y-qc,lowestIsotopeHeights,41421.87109375
thermo-20y-qc,lowestIsotopeHeights,42415.3828125
thermo-20y-qc,lowestIsotopeHeights,42958.09375
thermo-20y-qc,lowestIsotopeHeights,43254.71875
thermo-20y-qc,lowestIsotopeHeights,44233.8203125
thermo-20y-qc,lowestIsotopeHeights,44302.765625
thermo-20y-qc,lowestIsotopeHeights,46668.63671875
thermo-20y-qc,lowestIsotopeHeights,47182.26953125
thermo-20y-qc,lowestIsotopeHeights,48005.9453125
thermo-20y-qc,lowestIsotopeHeights,48715.54296875
thermo-20y-qc,lowestIsotopeHeights,49761.88671875
thermo-20y-qc,lowestIsotopeHeights,50875.61328125
thermo-20y-qc,lowestIsotopeHeights,51145.4921875
thermo-20y-qc,lowestIsotopeHeights,52193.23828125
thermo-20y-qc,lowestIsotopeHeights,52953.04296875
thermo-20y-qc,lowestIsotopeHeights,54091.91015625
thermo-20y-qc,lowestIsotopeHeights,54367.171875
thermo-20y-qc,lowestIsotopeHeights,54712.1796875
thermo-20y-qc,lowestIsotopeHeights,55350.0
thermo-20y-qc,lowestIsotopeHeights,55879.1484375
thermo-20y-qc,lowestIsotopeHeights,55941.47265625
thermo-20y-qc,lowestIsotopeHeights,57578.9453125
thermo-20y-qc,lowestIsotopeHeights,57589.8046875
thermo-20y-qc,lowestIsotopeHeights,57807.22265625
thermo-20y-qc,lowestIsotopeHeights,58845.5390625
thermo-20y-qc,lowestIsotopeHeights,59580.8984375
thermo-20y-qc,lowestIsotopeHeights,61374.5234375
thermo-20y-qc,lowestIsotopeHeights,61966.58984375
thermo-20y-qc,lowestIsotopeHeights,63931.28125
thermo-20y-qc,lowestIsotopeHeights,64555.1953125
thermo-20y-qc,lowestIsotopeHeights,64639.06640625
thermo-20y-qc,lowestIsotopeHeights,64790.5
thermo-20y-qc,lowestIsotopeHeights,65095.09765625
thermo-20y-qc,lowestIsotopeHeights,67520.015625
thermo-20y-qc,lowestIsotopeHeights,69066.5625
thermo-20y-qc,lowestIsotopeHeights,70312.125
thermo-20y-qc,lowestIsotopeHeights,70905.6953125
thermo-20y-qc,lowestIsotopeHeights,72202.9921875
thermo-20y-qc,lowestIsotopeHeights,73390.984375
thermo-20y-qc,lowestIsotopeHeights,73587.59375
thermo-20y-qc,lowestIsotopeHeights,74126.921875
thermo-20y-qc,lowestIsotopeHeights,74158.4375
thermo-20y-qc,lowestIsotopeHeights,75303.671875
thermo-20y-qc,lowestIsotopeHeights,77424.71875
thermo-20y-qc,lowestIsotopeHeights,77919.3046875
thermo-20y-qc,lowestIsotopeHeights,81287.1171875
thermo-20y-qc,lowestIsotopeHeights,83250.7890625
thermo-20y-qc,lowestIsotopeHeights,84179.7734375
thermo-20y-qc,lowestIsotopeHeights,84664.671875
thermo-20y-qc,lowestIsotopeHeights,85331.9375
thermo-20y-qc,lowestIsotopeHeights,86598.953125
thermo-20y-qc,lowestIsotopeHeights,87867.4921875
thermo-20y-qc,lowestIsotopeHeights,88229.53125
thermo-20y-qc,lowestIsotopeHeights,88666.5625
thermo-20y-qc,lowestIsotopeHeights,89082.515625
thermo-20y-qc,lowestIsotopeHeights,90962.6328125
thermo-20y-qc,lowestIsotopeHeights,92790.4375
thermo-20y-qc,lowestIsotopeHeights,93516.1640625
thermo-20y-qc,lowestIsotopeHeights,97568.7890625
thermo-20y-qc,lowestIsotopeHeights,97701.59375
thermo-20y-qc,lowestIsotopeHeights,98526.8046875
thermo-20y-qc,lowestIsotopeHeights,103034.703125
thermo-20y-qc,lowestIsotopeHeights,103093.9453125
thermo-20y-qc,lowestIsotopeHeights,104958.3125
thermo-20y-qc,lowestIsotopeHeights,105028.9609375
thermo-20y-qc,lowestIsotopeHeights,106067.3984375
thermo-20y-qc,lowestIsotopeHeights,106277.6484375
thermo-20y-qc,lowestIsotopeHeights,106285.296875
thermo-20y-qc,lowestIsotopeHeights,109681.140625
thermo-20y-qc,lowestIsotopeHeights,109993.7265625
thermo-20y-qc,lowestIsotopeHeights,111579.46875
thermo-20y-qc,lowestIsotopeHeights,112819.8359375
thermo-20y-qc,lowestIsotopeHeights,112910.3515625
thermo-20y-qc,lowestIsotopeHeights,114152.4140625
thermo-20y-qc,lowestIsotopeHeights,114222.625
thermo-20y-qc,lowestIsotopeHeights,114326.84375
thermo-20y-qc,lowestIsotopeHeights,116537.46875
thermo-20y-qc,lowestIsotopeHeights,116888.984375
thermo-20y-qc,lowestIsotopeHeights,118397.6640625
thermo-20y-qc,lowestIsotopeHeights,120944.625
thermo-20y-qc,lowestIsotopeHeights,121040.0078125
thermo-20y-qc,lowestIsotopeHeights,122989.7734375
thermo-20y-qc,lowestIsotopeHeights,123037.3125
thermo-20y-qc,lowestIsotopeHeights,123411.84375
thermo-20y-qc,lowestIsotopeHeights,123596.4296875
thermo-20y-qc,lowestIsotopeHeights,124284.203125
thermo-20y-qc,lowestIsotopeHeights,125940.46875
thermo-20y-qc,lowestIsotopeHeights,126207.078125
thermo-20y-qc,lowestIsotopeHeights,126404.96875
thermo-20y-qc,lowestIsotopeHeights,128166.1953125
thermo-20y-qc,lowestIsotopeHeights,129930.6328125
thermo-20y-qc,lowestIsotopeHeights,130137.4140625
thermo-20y-qc,lowestIsotopeHeights,130668.90625
thermo-20y-qc,lowestIsotopeHeights,132636.34375
thermo-20y-qc,lowestIsotopeHeights,133052.828125
thermo-20y-qc,lowestIsotopeHeights,135228.84375
thermo-20y-qc,lowestIsotopeHeights,139235.40625
thermo-20y-qc,lowestIsotopeHeights,140003.703125
thermo-20y-qc,lowestIsotopeHeights,142335.671875
thermo-20y-qc,lowestIsotopeHeights,142513.046875
thermo-20y-qc,lowestIsotopeHeights,142586.453125
thermo-20y-qc,lowestIsotopeHeights,142665.46875
thermo-20y-qc,lowestIsotopeHeights,144759.703125
thermo-20y-qc,lowestIsotopeHeights,145348.421875
thermo-20y-qc,lowestIsotopeHeights,145373.03125
thermo-20y-qc,lowestIsotopeHeights,145467.703125
thermo-20y-qc,lowestIsotopeHeights,146058.78125
thermo-20y-qc,lowestIsotopeHeights,146282.796875
thermo-20y-qc,lowestIsotopeHeights,146418.203125
thermo-20y-qc,lowestIsotopeHeights,146840.28125
thermo-20y-qc,lowestIsotopeHeights,146998.15625
thermo-20y-qc,lowestIsotopeHeights,147716.171875
thermo-20y-qc,lowestIsotopeHeights,148527.734375
thermo-20y-qc,lowestIsotopeHeights,150613.265625
thermo-20y-qc,lowestIsotopeHeights,154224.078125
thermo-20y-qc,lowestIsotopeHeights,154240.328125
thermo-20y-qc,lowestIsotopeHeights,155253.453125
thermo-20y-qc,lowestIsotopeHeights,155989.078125
thermo-20y-qc,lowestIsotopeHeights,158967.65625
thermo-20y-qc,lowestIsotopeHeights,160589.984375
thermo-20y-qc,lowestIsotopeHeights,160618.796875
thermo-20y-qc,lowestIsotopeHeights,161024.796875
thermo-20y-qc,lowestIsotopeHeights,161094.5
thermo-20y-qc,lowestIsotopeHeights,161353.21875
thermo-20y-qc,lowestIsotopeHeights,161938.296875
thermo-20y-qc,lowestIsotopeHeights,163302.09375
thermo-20y-qc,lowestIsotopeHeights,163997.484375
thermo-20y-qc,lowestIsotopeHeights,169769.28125
thermo-20y-qc,lowestIsotopeHeights,170363.890625
thermo-20y-qc,lowestIsotopeHeights,171280.234375
thermo-20y-qc,lowestIsotopeHeights,173867.859375
thermo-20y-qc,lowestIsotopeHeights,174313.546875
thermo-20y-qc,lowestIsotopeHeights,176669.0
thermo-20y-qc,lowestIsotopeHeights,177066.328125
thermo-20y-qc,lowestIsotopeHeights,177785.234375
thermo-20y-qc,lowestIsotopeHeights,180613.53125
thermo-20y-qc,lowestIsotopeHeights,181272.125
thermo-20y-qc,lowestIsotopeHeights,181551.03125
thermo-20y-qc,lowestIsotopeHeights,181766.9375
thermo-20y-qc,lowestIsotopeHeights,181802.4375
thermo-20y-qc,lowestIsotopeHeights,183543.9375
thermo-20y-qc,lowestIsotopeHeights,184172.828125
thermo-20y-qc,lowestIsotopeHeights,186848.40625
thermo-20y-qc,lowestIsotopeHeights,188044.640625
thermo-20y-qc,lowestIsotopeHeights,190845.8125
thermo-20y-qc,lowestIsotopeHeights,195566.46875
thermo-20y-qc,lowestIsotopeHeights,195633.78125
thermo-20y-qc,lowestIsotopeHeights,197868.0
thermo-20y-qc,lowestIsotopeHeights,201424.25
thermo-20y-qc,lowestIsotopeHeights,201970.625
thermo-20y-qc,lowestIsotopeHeights,207756.359375
thermo-20y-qc,lowestIsotopeHeights,210500.625
thermo-20y-qc,lowestIsotopeHeights,210971.921875
thermo-20y-qc,lowestIsotopeHeights,211509.859375
thermo-20y-qc,lowestIsotopeHeights,218211.421875
thermo-20y-qc,lowestIsotopeHeights,222136.453125
thermo-20y-qc,lowestIsotopeHeights,225836.578125
thermo-20y-qc,lowestIsotopeHeights,228378.0
thermo-20y-qc,lowestIsotopeHeights,231418.4375
thermo-20y-qc,lowestIsotopeHeights,231630.078125
thermo-20y-qc,lowestIsotopeHeights,231786.015625
thermo-20y-qc,lowestIsotopeHeights,232279.703125
thermo-20y-qc,lowestIsotopeHeights,232986.828125
thermo-20y-qc,lowestIsotopeHeights,233254.84375
thermo-20y-qc,lowestIsotopeHeights,236872.6875
thermo-20y-qc,lowestIsotopeHeights,237109.515625
thermo-20y-qc,lowestIsotopeHeights,237856.28125
thermo-20y-qc,lowestIsotopeHeights,238859.515625
thermo-20y-qc,lowestIsotopeHeights,240866.953125
thermo-20y-qc,lowestIsotopeHeights,246284.84375
thermo-20y-qc,lowestIsotopeHeights,247973.078125
thermo-20y-qc,lowestIsotopeHeights,250723.046875
thermo-20y-qc,lowestIsotopeHeights,251828.546875
thermo-20y-qc,lowestIsotopeHeights,255673.703125
thermo-20y-qc,lowestIsotopeHeights,256772.296875
thermo-20y-qc,lowestIsotopeHeights,258936.640625
thermo-20y-qc,lowestIsotopeHeights,259387.65625
thermo-20y-qc,lowestIsotopeHeights,261264.578125
thermo-20y-qc,lowestIsotopeHeights,263131.0
thermo-20y-qc,lowestIsotopeHeights,263350.5
thermo-20y-qc,lowestIsotopeHeights,263718.0625
thermo-20y-qc,lowestIsotopeHeights,266793.9375
thermo-20y-qc,lowestIsotopeHeights,268806.65625
thermo-20y-qc,lowestIsotopeHeights,272101.96875
thermo-20y-qc,lowestIsotopeHeights,279784.84375
thermo-20y-qc,lowestIsotopeHeights,286920.34375
thermo-20y-qc,lowestIsotopeHeights,295057.53125
thermo-20y-qc,lowestIsotopeHeights,303733.90625
thermo-20y-qc,lowestIsotopeHeights,304369.21875
thermo-20y-qc,lowestIsotopeHeights,305413.28125
thermo-20y-qc,lowestIsotopeHeights,306529.03125
thermo-20y-qc,lowestIsotopeHeights,308129.46875
thermo-20y-qc,lowestIsotopeHeights,310821.9375
thermo-20y-qc,lowestIsotopeHeights,316412.71875
thermo-20y-qc,lowestIsotopeHeights,317039.1875
thermo-20y-qc,lowestIsotopeHeights,318806.71875
thermo-20y-qc,lowestIsotopeHeights,319851.125
thermo-20y-qc,lowestIsotopeHeights,320160.71875
thermo-20y-qc,lowestIsotopeHeights,320262.875
thermo-20y-qc,lowestIsotopeHeights,320295.34375
thermo-20y-qc,lowestIsotopeHeights,322023.4375
thermo-20y-qc,lowestIsotopeHeights,322492.71875
thermo-20y-qc,lowestIsotopeHeights,325333.1875
thermo-20y-qc,lowestIsotopeHeights,325595.21875
thermo-20y-qc,lowestIsotopeHeights,326532.875
thermo-20y-qc,lowestIsotopeHeights,328435.3125
thermo-20y-qc,lowestIsotopeHeights,331080.90625
thermo-20y-qc,lowestIsotopeHeights,336331.1875
thermo-20y-qc,lowestIsotopeHeights,347876.625
thermo-20y-qc,lowestIsotopeHeights,352209.15625
thermo-20y-qc,lowestIsotopeHeights,357046.15625
thermo-20y-qc,lowestIsotopeHeights,358568.9375
thermo-20y-qc,lowestIsotopeHeights,359358.0625
thermo-20y-qc,lowestIsotopeHeights,364268.90625
thermo-20y-qc,lowestIsotopeHeights,370140.625
thermo-20y-qc,lowestIsotopeHeights,379013.21875
thermo-20y-qc,lowestIsotopeHeights,384944.34375
thermo-20y-qc,lowestIsotopeHeights,386385.15625
thermo-20y-qc,lowestIsotopeHeights,387763.71875
thermo-20y-qc,lowestIsotopeHeights,390062.53125
thermo-20y-qc,lowestIsotopeHeights,397912.78125
thermo-20y-qc,lowestIsotopeHeights,407542.875
thermo-20y-qc,lowestIsotopeHeights,415467.5625
thermo-20y-qc,lowestIsotopeHeights,424393.125
thermo-20y-qc,lowestIsotopeHeights,424427.375
thermo-20y-qc,lowestIsotopeHeights,425672.4375
thermo-20y-qc,lowestIsotopeHeights,427035.375
thermo-20y-qc,lowestIsotopeHeights,428937.1875
thermo-20y-qc,lowestIsotopeHeights,433787.9375
thermo-20y-qc,lowestIsotopeHeights,434925.40625
thermo-20y-qc,lowestIsotopeHeights,443116.15625
thermo-20y-qc,lowestIsotopeHeights,453689.4375
thermo-20y-qc,lowestIsotopeHeights,456233.84375
thermo-20y-qc,lowestIsotopeHeights,467528.3125
thermo-20y-qc,lowestIsotopeHeights,470794.96875
thermo-20y-qc,lowestIsotopeHeights,470837.9375
thermo-20y-qc,lowestIsotopeHeights,472367.625
thermo-20y-qc,lowestIsotopeHeights,477050.0625
thermo-20y-qc,lowestIsotopeHeights,480856.09375
thermo-20y-qc,lowestIsotopeHeights,492182.0625
thermo-20y-qc,lowestIsotopeHeights,494881.75
thermo-20y-qc,lowestIsotopeHeights,508731.75
thermo-20y-qc,lowestIsotopeHeights,510919.75
thermo-20y-qc,lowestIsotopeHeights,510963.5
thermo-20y-qc,lowestIsotopeHeights,526469.0
thermo-20y-qc,lowestIsotopeHeights,529606.25
thermo-20y-qc,lowestIsotopeHeights,531351.0
thermo-20y-qc,lowestIsotopeHeights,534511.8125
thermo-20y-qc,lowestIsotopeHeights,544444.75
thermo-20y-qc,lowestIsotopeHeights,550558.875
thermo-20y-qc,lowestIsotopeHeights,551271.125
thermo-20y-qc,lowestIsotopeHeights,558089.25
thermo-20y-qc,lowestIsotopeHeights,558255.0625
thermo-20y-qc,lowestIsotopeHeights,568819.4375
thermo-20y-qc,lowestIsotopeHeights,572444.0
thermo-20y-qc,lowestIsotopeHeights,575820.75
thermo-20y-qc,lowestIsotopeHeights,580056.5625
thermo-20y-qc,lowestIsotopeHeights,580312.5
thermo-20y-qc,lowestIsotopeHeights,582937.9375
thermo-20y-qc,lowestIsotopeHeights,583088.9375
thermo-20y-qc,lowestIsotopeHeights,587946.8125
thermo-20y-qc,lowestIsotopeHeights,590438.6875
thermo-20y-qc,lowestIsotopeHeights,592013.1875
thermo-20y-qc,lowestIsotopeHeights,594148.25
thermo-20y-qc,lowestIsotopeHeights,606696.75
thermo-20y-qc,lowestIsotopeHeights,606922.0
thermo-20y-qc,lowestIsotopeHeights,607190.8125
thermo-20y-qc,lowestIsotopeHeights,607279.875
thermo-20y-qc,lowestIsotopeHeights,610222.875
thermo-20y-qc,lowestIsotopeHeights,616239.375
thermo-20y-qc,lowestIsotopeHeights,617132.25
thermo-20y-qc,lowestIsotopeHeights,619091.1875
thermo-20y-qc,lowestIsotopeHeights,621737.5625
thermo-20y-qc,lowestIsotopeHeights,623332.0625
thermo-20y-qc,lowestIsotopeHeights,626531.75
thermo-20y-qc,lowestIsotopeHeights,626707.9375
thermo-20y-qc,lowestIsotopeHeights,632921.4375
thermo-20y-qc,lowestIsotopeHeights,635548.875
thermo-20y-qc,lowestIsotopeHeights,635781.8125
thermo-20y-qc,lowestIsotopeHeights,640724.0625
thermo-20y-qc,lowestIsotopeHeights,658883.5
thermo-20y-qc,lowestIsotopeHeights,665325.375
thermo-20y-qc,lowestIsotopeHeights,669003.3125
thermo-20y-qc,lowestIsotopeHeights,669003.3125
thermo-20y-qc,lowestIsotopeHeights,677229.125
thermo-20y-qc,lowestIsotopeHeights,678154.25
thermo-20y-qc,lowestIsotopeHeights,680017.625
thermo-20y-qc,lowestIsotopeHeights,685852.8125
thermo-20y-qc,lowestIsotopeHeights,688305.375
thermo-20y-qc,lowestIsotopeHeights,692538.75
thermo-20y-qc,lowestIsotopeHeights,694678.3125
thermo-20y-qc,lowestIsotopeHeights,703222.75
thermo-20y-qc,lowestIsotopeHeights,704213.0625
thermo-20y-qc,lowestIsotopeHeights,705021.0625
thermo-20y-qc,lowestIsotopeHeights,706878.875
thermo-20y-qc,lowestIsotopeHeights,728814.25
thermo-20y-qc,lowestIsotopeHeights,730954.9375
thermo-20y-qc,lowestIsotopeHeights,746246.1875
thermo-20y-qc,lowestIsotopeHeights,747293.8125
thermo-20y-qc,lowestIsotopeHeights,749863.375
thermo-20y-qc,lowestIsotopeHeights,751069.3125
thermo-20y-qc,lowestIsotopeHeights,767339.8125
thermo-20y-qc,lowestIsotopeHeights,778869.5625
thermo-20y-qc,lowestIsotopeHeights,779828.0625
thermo-20y-qc,lowestIsotopeHeights,784119.75
thermo-20y-qc,lowestIsotopeHeights,784185.625
thermo-20y-qc,lowestIsotopeHeights,792006.6875
thermo-20y-qc,lowestIsotopeHeights,809050.0
thermo-20y-qc,lowestIsotopeHeights,810503.375
thermo-20y-qc,lowestIsotopeHeights,814237.5625
thermo-20y-qc,lowestIsotopeHeights,814341.5625
thermo-20y-qc,lowestIsotopeHeights,819932.0625
thermo-20y-qc,lowestIsotopeHeights,825001.625
thermo-20y-qc,lowestIsotopeHeights,831624.875
thermo-20y-qc,lowestIsotopeHeights,853647.5
thermo-20y-qc,lowestIsotopeHeights,861630.75
thermo-20y-qc,lowestIsotopeHeights,866741.0625
thermo-20y-qc,lowestIsotopeHeights,881471.875
thermo-20y-qc,lowestIsotopeHeights,899370.6875
thermo-20y-qc,lowestIsotopeHeights,900803.1875
thermo-20y-qc,lowestIsotopeHeights,900966.75
thermo-20y-qc,lowestIsotopeHeights,934412.625
thermo-20y-qc,lowestIsotopeHeights,943518.375
thermo-20y-qc,lowestIsotopeHeights,954168.9375
thermo-20y-qc,lowestIsotopeHeights,966426.8125
thermo-20y-qc,lowestIsotopeHeights,967940.0625
thermo-20y-qc,lowestIsotopeHeights,969712.625
thermo-20y-qc,lowestIsotopeHeights,972249.1875
thermo-20y-qc,lowestIsotopeHeights,975365.5625
thermo-20y-qc,lowestIsotopeHeights,983604.0625
thermo-20y-qc,lowestIsotopeHeights,987199.1875
thermo-20y-qc,lowestIsotopeHeights,991630.875
thermo-20y-qc,lowestIsotopeHeights,1022876.0
thermo-20y-qc,lowestIsotopeHeights,1026734.0
thermo-20y-qc,lowestIsotopeHeights,1042418.8125
thermo-20y-qc,lowestIsotopeHeights,1068914.25
thermo-20y-qc,lowestIsotopeHeights,1069594.625
thermo-20y-qc,lowestIsotopeHeights,1069656.375
thermo-20y-qc,lowestIsotopeHeights,1085588.875
thermo-20y-qc,lowestIsotopeHeights,1113638.625
thermo-20y-qc,lowestIsotopeHeights,1123798.125
thermo-20y-qc,lowestIsotopeHeights,1124353.625
thermo-20y-qc,lowestIsotopeHeights,1156109.75
thermo-20y-qc,lowestIsotopeHeights,1157856.5
thermo-20y-qc,lowestIsotopeHeights,1163575.0
thermo-20y-qc,lowestIsotopeHeights,1166830.25
thermo-20y-qc,lowestIsotopeHeights,1175197.5
thermo-20y-qc,lowestIsotopeHeights,1181768.75
thermo-20y-qc,lowestIsotopeHeights,1186565.0
thermo-20y-qc,lowestIsotopeHeights,1187496.5
thermo-20y-qc,lowestIsotopeHeights,1188285.0
thermo-20y-qc,lowestIsotopeHeights,1195575.5
thermo-20y-qc,lowestIsotopeHeights,1202054.5
thermo-20y-qc,lowestIsotopeHeights,1208911.125
thermo-20y-qc,lowestIsotopeHeights,1214211.25
thermo-20y-qc,lowestIsotopeHeights,1215603.5
thermo-20y-qc,lowestIsotopeHeights,1216038.125
thermo-20y-qc,lowestIsotopeHeights,1231763.375
thermo-20y-qc,lowestIsotopeHeights,1248129.625
thermo-20y-qc,lowestIsotopeHeights,1254215.25
thermo-20y-qc,lowestIsotopeHeights,1264055.75
thermo-20y-qc,lowestIsotopeHeights,1273983.125
thermo-20y-qc,lowestIsotopeHeights,1274618.75
thermo-20y-qc,lowestIsotopeHeights,1302549.5
thermo-20y-qc,lowestIsotopeHeights,1308885.125
thermo-20y-qc,lowestIsotopeHeights,1321249.625
thermo-20y-qc,lowestIsotopeHeights,1327543.25
thermo-20y-qc,lowestIsotopeHeights,1329751.125
thermo-20y-qc,lowestIsotopeHeights,1348056.75
thermo-20y-qc,lowestIsotopeHeights,1349550.875
thermo-20y-qc,lowestIsotopeHeights,1355389.5
thermo-20y-qc,lowestIsotopeHeights,1367500.5
thermo-20y-qc,lowestIsotopeHeights,1367751.5
thermo-20y-qc,lowestIsotopeHeights,1379876.75
thermo-20y-qc,lowestIsotopeHeights,1385498.875
thermo-20y-qc,lowestIsotopeHeights,1386582.875
thermo-20y-qc,lowestIsotopeHeights,1389347.625
thermo-20y-qc,lowestIsotopeHeights,1398141.75
thermo-20y-qc,lowestIsotopeHeights,1401841.5
thermo-20y-qc,lowestIsotopeHeights,1405204.0
thermo-20y-qc,lowestIsotopeHeights,1411152.25
thermo-20y-qc,lowestIsotopeHeights,1420960.75
thermo-20y-qc,lowestIsotopeHeights,1426231.0
thermo-20y-qc,lowestIsotopeHeights,1440247.375
thermo-20y-qc,lowestIsotopeHeights,1472871.125
thermo-20y-qc,lowestIsotopeHeights,1481588.5
thermo-20y-qc,lowestIsotopeHeights,1485121.875
thermo-20y-qc,lowestIsotopeHeights,1500833.0
thermo-20y-qc,lowestIsotopeHeights,1507192.875
thermo-20y-qc,lowestIsotopeHeights,1510858.25
thermo-20y-qc,lowestIsotopeHeights,1529270.25
thermo-20y-qc,lowestIsotopeHeights,1536504.125
thermo-20y-qc,lowestIsotopeHeights,1542835.375
thermo-20y-qc,lowestIsotopeHeights,1548530.75
thermo-20y-qc,lowestIsotopeHeights,1556803.125
thermo-20y-qc,lowestIsotopeHeights,1560871.625
thermo-20y-qc,lowestIsotopeHeights,1581510.75
thermo-20y-qc,lowestIsotopeHeights,1598557.625
thermo-20y-qc,lowestIsotopeHeights,1608031.875
thermo-20y-qc,lowestIsotopeHeights,1623155.625
thermo-20y-qc,lowestIsotopeHeights,1646405.5
thermo-20y-qc,lowestIsotopeHeights,1672340.25
thermo-20y-qc,lowestIsotopeHeights,1691354.875
thermo-20y-qc,lowestIsotopeHeights,1691354.875
thermo-20y-qc,lowestIsotopeHeights,1702987.875
thermo-20y-qc,lowestIsotopeHeights,1707499.625
thermo-20y-qc,lowestIsotopeHeights,1707562.375
thermo-20y-qc,lowestIsotopeHeights,1708772.5
thermo-20y-qc,lowestIsotopeHeights,1726087.375
thermo-20y-qc,lowestIsotopeHeights,1736554.75
thermo-20y-qc,lowestIsotopeHeights,1737914.75
thermo-20y-qc,lowestIsotopeHeights,1758064.0
thermo-20y-qc,lowestIsotopeHeights,1759186.875
thermo-20y-qc,lowestIsotopeHeights,1832982.875
thermo-20y-qc,lowestIsotopeHeights,1840349.0
thermo-20y-qc,lowestIsotopeHeights,1840349.0
thermo-20y-qc,lowestIsotopeHeights,1882585.5
thermo-20y-qc,lowestIsotopeHeights,1886712.25
thermo-20y-qc,lowestIsotopeHeights,1920966.875
thermo-20y-qc,lowestIsotopeHeights,2002262.125
thermo-20y-qc,lowestIsotopeHeights,2008280.625
thermo-20y-qc,lowestIsotopeHeights,2022280.625
thermo-20y-qc,lowestIsotopeHeights,2029909.375
thermo-20y-qc,lowestIsotopeHeights,2052153.5
thermo-20y-qc,lowestIsotopeHeights,2079908.875
thermo-20y-qc,lowestIsotopeHeights,2100359.25
thermo-20y-qc,lowestIsotopeHeights,2117174.25
thermo-20y-qc,lowestIsotopeHeights,2127537.25
thermo-20y-qc,lowestIsotopeHeights,2219060.25
thermo-20y-qc,lowestIsotopeHeights,2270798.0
thermo-20y-qc,lowestIsotopeHeights,2284107.0
thermo-20y-qc,lowestIsotopeHeights,2284107.0
thermo-20y-qc,lowestIsotopeHeights,2295461.5
thermo-20y-qc,lowestIsotopeHeights,2298984.0
thermo-20y-qc,lowestIsotopeHeights,2371180.25
thermo-20y-qc,lowestIsotopeHeights,2381504.5
thermo-20y-qc,lowestIsotopeHeights,2406113.5
thermo-20y-qc,lowestIsotopeHeights,2429893.5
thermo-20y-qc,lowestIsotopeHeights,2431386.0
thermo-20y-qc,lowestIsotopeHeights,2436171.25
thermo-20y-qc,lowestIsotopeHeights,2470163.25
thermo-20y-qc,lowestIsotopeHeights,2471565.75
thermo-20y-qc,lowestIsotopeHeights,2474512.5
thermo-20y-qc,lowestIsotopeHeights,2476690.75
thermo-20y-qc,lowestIsotopeHeights,2516414.25
thermo-20y-qc,lowestIsotopeHeights,2555369.75
thermo-20y-qc,lowestIsotopeHeights,2574794.25
thermo-20y-qc,lowestIsotopeHeights,2660660.5
thermo-20y-qc,lowestIsotopeHeights,2679267.5
thermo-20y-qc,lowestIsotopeHeights,2751431.75
thermo-20y-qc,lowestIsotopeHeights,2751431.75
thermo-20y-qc,lowestIsotopeHeights,2761610.25
thermo-20y-qc,lowestIsotopeHeights,2883984.25
thermo-20y-qc,lowestIsotopeHeights,2926248.75
